file_name,transcribed_text,phrase
1249120_44273314_54417923.wav,I'm very worried that I'll go ball soon. Am I very sick?,I'm very worried that I'll go bald soon. Am I very sick?
1249120_44273314_57161236.wav,I've gone to walk well. I have an eight in my foot.,I can't walk well I have an ache in my foot
1249120_44273314_59068162.wav,I have been like needles in my joints.,i have pain like needles in my joints.
1249120_44273314_76615195.wav,My shoulder aches when I try to leave 5 pounds.,My shoulder aches when I try to lift five pounds.
1249120_44273314_96091387.wav,I feel that there is great pain in my left shoulder.,i feel that is great pain in my left shoulder
1249120_44294866_102664880.wav,I often gain a sharp gain in my chest and it can't tell what I'm doing that might be triggering.,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.
1249120_44294866_107429604.wav,"Every time I come, my hair, there are so many hair in my comb.",Every time I comb my hair there are so many hair in my comb.
1249120_44294866_80026823.wav,I fell to my yard or when I ran for a long distance.,I felt my heart hurts when I ran for along distance
1249120_44323331_12481133.wav,I cut my head a couple of weeks ago and even true I keep using an athletic team it's not getting better.,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1249120_44323331_18782425.wav,My sound got a tattoo several weeks ago and the skin around each side and hot and it looks interested.,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1249120_44387284_64093494.wav,"I was a little bit older than I was in my sleep, couldn't tell you what I was. You know, for a food.","i was injured during football match, i was diagnosed with Cruciate ligament"
1249120_44263136_95817458.wav,"I can walk well, I have an egg in my foot.",I can't walk well I have an ache in my foot
1249120_44273314_67775131.wav,My back hurts a lot when I bend.,My back hurts a lot when I bend
1249120_44323331_51610812.wav,"Ben Indi, Large Nick.",Pain in the large neck
1249120_44273314_69418683.wav,I feel like I've always got something in my throat.,I feel like I've always got something in my throat
1249120_44323331_15655234.wav,When I remember here I pulled down.,When I remember her I feel down
1249120_44323331_23843315.wav,"My son, I stayed, has neck with an old roger and that sport has become inflamed and looks like it is interested.",My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1249120_44323331_24461872.wav,I cannot stop going.,I can`t stop coughing.
1249120_44323331_26408664.wav,"The old, old, old, old, old, old, old.",The wound is still open
1249120_44323331_45513911.wav,I started sports because I get injury firm sports.,I stopped sports because I get Injury from sports
1249120_44323331_54400222.wav,Standing layers in high meters and my back start to HE.,standing less than five minutes and my back start to ache
1249120_44323331_66888889.wav,my drugs at a 21-e-pitch court,My joints ache whenever it is cold
1249120_44323331_70756728.wav,"It's standard as a key details, but today the pain each, truth being and unable.","It started as a tinnitus, but today the pain is throbbing and unbearable."
1249120_44323331_72563945.wav,"I feel deep, tingling, when I touch SNA followed by bad sensation.",I feel deep Tingling when I touch Acne followed by bad sensation
1249120_44323331_79182023.wav,"Every time I talk a deep birth, I start moving.",Every time I take a deep breath I start coughing
1249120_44246595_85567147.wav,"When I get up, I see my skin vague.",When i get up i see my skin vague
1249120_44273314_21492329.wav,I have a pain in my muscle.,I have a pain in my muscle
1249120_44273314_31089974.wav,I feel cold when the night comes.,I feel cold when the night comes
1249120_44273314_45748543.wav,My joints feel swollen.,My joints feel swollen
1249120_44273314_69108455.wav,Have severe colon talk.,Have severe cold and cough
1249120_44273314_87229465.wav,I feel a sharp pain in the stomach after eating.,I feel a sharp pain in the stomach after eating
1249120_44292353_31900996.wav,I have mental suffering.,I have a mental suffering
1249120_44292353_38765156.wav,I started taking swimming lessons and I guess I swallowed too much water through my nose because this sinusitis is killing me now.,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
1249120_44292353_47569087.wav,I feel I went to an acupuncture as practice and had 100 needles in my shoulder.,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1249120_44292353_53318642.wav,My shower drain is full of hair every time.,My shower drain is full of hair every time.
1249120_44292353_69566092.wav,"I love to garden, but I get a terrible twinge in my lower back when I lean over.",I love to garden but I get a terrible twinge in my lower back when I lean over.
1249120_44292353_71029438.wav,"My neck is annoying me, I can't sleep because of it.",My neck is annoying me I can't sleep bacause of it
1249120_44323331_16590901.wav,I feel server reaching in the skin with readiness.,I feel severe itching in the skin with redness
1249120_44323331_22225771.wav,I have a sock bin in my yard.,I have a sharp pain in my ear
1249120_44323331_25968681.wav,I have so much solar paint,I have severe shoulder pain
1249120_44323331_26313266.wav,"I am Oled, how cold, internet, I am, I am, I am, I am, I am, I am, I am, I am, I am, I am, I am,","I am worried how cold intolerant I am, I am always shivering, even out in the sun."
1249120_44323331_33624071.wav,my body feels wake after my past day in the day why,"My body feels weak after my first day in the gym, why?"
1249120_44323331_38538892.wav,I had it sorted in my dog.,I had a sharp pain in my stomach
1249120_44323331_59510879.wav,Sot pain and heavy breathing.,Sharp pain and heavy breathing
1249120_44323331_63059317.wav,My back hurts me a lot.,my back hurts me a lot
1249120_44323331_82659146.wav,When I walk it's hard to breathe.,When I walk it's hard to breath.
1249120_44246595_105657955.wav,I have a feeling like my whole body is complaining.,I have a feeling like my whole body is complaining
1249120_44246595_107248522.wav,I notice an important decrease in my vision when I try to look at things up close.,I noticed an important decrease in my vision when I try to look at things up close.
1249120_44246595_76562955.wav,"When I go to stand, my head starts swirling.","When I go to stand, my head starts swirling"
1249120_44246595_77258445.wav,I was playing soccer and I twisted my ankle.,I was playing soccer and I twisted my ankle
1249120_44246595_89098147.wav,I don't know why I'm constantly sad.,I don't know why I'm constantly sad.
1249120_44246595_92462780.wav,He was discovered to have an open wound.,He was discovered to have an open wound.
1249120_44246595_94621639.wav,I feel pain inside. I do not know what it is.,I feel pain inside I do not know what it is
1249120_44246595_95208403.wav,I can't stand with this horrible feeling in my stomach.,I can't stand with this horrible feeling in my stomach
1249120_44246595_95437414.wav,I feel shoulder pain at intervals of time.,I feel shoulder pain at intervals of time.
1249120_44246595_95549576.wav,I have issue with my skin.,i have issue with my skin
1249120_44246595_99457284.wav,"When I eat, I feel my stomach hurts.",When i eat i feel my stomach hurts
1249120_44259428_90522474.wav,Come from the ocean at the level of the jungle of the river and the island.,Chronic bone disease at the level of the doubles of the lower Estremidades
1249120_44259428_91754229.wav,"Oh, my head for me. I tend to be kind and I can't.",Oh my heart hurts me I tried to be calm and I can't
1249120_44259428_97884452.wav,I am pleased to have you.,"i am feeling so dizzy, body is so fragile."
1249120_44273314_107500628.wav,I can't walk my knee hurts me.,"i can't walk, my knee hurts me"
1249120_44273314_109807607.wav,I feel that I can hardly breathe unless I get what's in my lungs out.,I feel like I can hardly breathe unless I get what's in my lungs out
1249120_44273314_13390025.wav,I feel pain inside and I cannot identify it.,I feel pain inside and I can not identify it
1249120_44273314_17246181.wav,My throat is so sore.,My throught is so sore.
1249120_44273314_32293213.wav,I feel that something is squeezing my lungs.,I feel like something is squeezing my lungs.
1249120_44273314_38687390.wav,"When I'm too high, I start to feel dizzy.",When I'm too high I start to feel dizzy
1249120_44273314_56365443.wav,I have a rash on my skin.,I have a rash on my skin
1249120_44273314_77840631.wav,I wish this excruciating feeling of loss could go away.,I wish this excruciating feeling of loss could go away.
1249120_44273314_84611968.wav,My neck has been sore since the accident.,My neck has been sore since the accident.
1249120_44273314_95639193.wav,I hit the ground when trying to shoot a basket board.,i hit the ground when trying to shoot a basketball
1249120_44273314_97771287.wav,My foot had been 18 since last Tuesday.,My foot had been aching since last Tuesday.
1249120_44273314_98448714.wav,I feel sad like hurt or pain.,I feel sad like hurt or pain
1249120_44292353_18156280.wav,I am having running those.,I am having running nose
1249120_44292353_62335378.wav,I have eruptions on my face that come and go.,I have eruptions on my face that come and go .
1249120_44292353_67132028.wav,I feel weak all over.,I feel weak all over.
1249120_44292353_95558066.wav,I have a great stomach ache in accounting anything.,I have a great stomach ache and i can't eat any thing
1249120_44323331_109641805.wav,See more than in the yarn.,Severe pain in the ear
1249120_44323331_13821399.wav,There is a serpent in my clip.,There is a sharp pain in my calve.
1249120_44323331_20802934.wav,I cannot bear this squeezing since the sun I have in my chest.,I cannot bear this squeezing sensation I have in my chest.
1249120_44323331_30817447.wav,Red glasses. A compact width itchy.,red flushes accompanied with itchy
1249120_44323331_75046615.wav,I have a problem in my back. I cannot stand it.,i have a problem in my back i cannot extend it
1249120_44323331_95281494.wav,I hot when I build my arm.,It hurts when I bent my arm
1249120_44246595_101823153.wav,I feel pain in my right shoulder after the tennis match.,I feel pain in my right shoulder after the tennis match.
1249120_44246595_108705425.wav,"I have a footache, although I don't walk a lot.",I have a foot ache although I don't walk a lot.
1249120_44246595_86895734.wav,- Physical wound infection.,Surgical wound infections
1249120_44246595_89680770.wav,I don't have the energy to do the things that I used to.,I don't have the energy to do the things that I used to
1249120_44246595_92310242.wav,I wake up at night feeling cold.,I wake up at night feeling cold
1249120_44259428_19250068.wav,I'm not feeling good. I can't take my breath.,I'm not feeling good I can't take my breath
1249120_44259428_75809403.wav,I have good people.,I have blurred vision.
1249120_44273314_94623228.wav,"When I wake up in the morning, I feel dizzy.",when i wake up in the morning i feel dizzy
1249120_44292353_25313684.wav,Sometimes I feel like a claw on my chest that leaves me breathless.,Sometimes I feel like a claw on my chest that leaves me breathless.
1249120_44292353_25851801.wav,"When I stand up too quickly, I start to feel dizzy and light-headed.",When I stand up too quickly I start to feel dizzy and light-headed
1249120_44292353_40076348.wav,"Sometimes when it's cold outside my face hurts, especially around the pimples that are ready to pop.","Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
1249120_44292353_53478447.wav,I have a painful cramp in my feet.,I have a painful cramp in my feet
1249120_44292353_79362392.wav,I feel very hard to breathe.,I feel very hard to breathe
1249120_44292353_83240359.wav,I was watching TV and suddenly have blurry vision.,i was watching tv and suddenly have blurry vision
1249120_44292353_95216909.wav,I got injured exercising.,I got injured exercising
1249120_44323331_15039513.wav,I get I jump in when I try to bend my leg or my arm.,I get i joint pain when i try to bend my leg or my arm
1249120_44323331_22949427.wav,I feel pain in my joint after and in your in the last full match I played,I feel pain in my joint after an injury in the last football match I played.
1249120_44323331_26386155.wav,My head is spinning when I get up.,My head is spinning when I get up.
1249120_44323331_34357709.wav,My old opened up again.,My wound opened up again
1249120_44323331_77964928.wav,"I never had any SNA, Globala, Unitil, my last pregnancy, when all of a student, my back got","I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
1249120_44323331_84928769.wav,I have been in my store.,I have pain in my stomach
1249120_44323331_88012031.wav,It hurts when I dizzy my arm up.,It hurts when I raise my arm up
1249120_44292353_107326859.wav,I feel dizzy when I step in front of my laptop for an hour or two. What possibly could be the reason?,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
1249120_44292353_23165570.wav,I feel my heart hurts when I ran for a long distance.,I felt my heart hurts when I ran for along distance
1249120_44292353_70288448.wav,"When I raise my hand, I feel pain my shoulder.",when i raise my hand i feel pain in my shoulder.
1249120_44273314_103514863.wav,My body feels weak although I take my vitamins regularly.,My body feels weak although I take my vitamins regularly.
1249120_44273314_84076771.wav,Having difficulty moving my knee.,having difficulty moving my knee
